,thscode,ths_fund_short_name_fund,ths_fund_manager_current_fund,ths_fund_manager_his_fund,ths_isindexfund_fund,ths_invest_type_first_classi_fund,ths_invest_type_second_classi_fund,ths_fund_scale_fund,ths_found_years_fund,ths_org_investor_held_ratio_fund,ths_stock_mv_to_fanv_fund,行业标签,风格标签,大小盘标签,共振因子标签,集中度标签
357,161606.OF,融通行业景气混合A,邹曦,黄盛(20040429-20051013) 冯宇辉(20051013-20080331) 邹曦(20070625-20120119) 严菲(20120112-20150619) 邹曦(20120703-至今),否,混合型基金,灵活配置型基金,1338161076.22,19.180821917808,22.0,93.776913871167,行业轮动基金,风格轮动基金,风格轮动基金,轮动基金,稳定高
358,162209.OF,宏利市值优选混合,庄腾飞,李泽刚(20070803-20090613) 魏延军(20070803-20080805) 史博(20080805-20090925) 吴俊峰(20090825-20140911) 梁辉(20140911-20150403) 张勋(20150403-20170228) 李坤元(20150518-20191220) 王鹏(20171107-20190929) 庄腾飞(20190929-至今),否,混合型基金,偏股混合型基金,747772705.41,15.917808219178,17.81,86.721604641138,稳定行业均衡基金,风格轮动基金,稳定大盘,稳定中立基金,轮动基金
359,163411.OF,兴全精选混合,陈宇,陈宇(20170906-至今),否,混合型基金,偏股混合型基金,3218044735.69,5.8164383561644,3.07,86.030090658028,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,稳定低
360,163805.OF,中银策略混合A,王帅,陈志龙(20080403-20100610) 李志磊(20080403-20111019) 彭砚(20100611-20130530) 张琦(20130530-20150529) 邬炜(20150529-20190918) 王帅(20190918-至今),否,混合型基金,偏股混合型基金,369440506.16,15.249315068493,,89.496520750837,稳定行业均衡基金,风格轮动基金,稳定大盘,轮动基金,稳定高
361,163807.OF,中银优选混合A,王伟,李志磊(20090403-20111018) 俞岱曦(20090421-20110926) 张琦(20110926-20150528) 王伟(20150528-至今),否,混合型基金,灵活配置型基金,2613171685.46,14.249315068493,56.2691,75.596393498997,稳定行业均衡基金,风格轮动基金,风格轮动基金,稳定共振基金,稳定低
362,163822.OF,中银主题策略混合A,黄珺,史彬(20120725-20180612) 甘霖(20120725-20140127) 陈军(20180612-20191106) 黄珺(20190313-至今),否,混合型基金,偏股混合型基金,2441932624.08,10.93698630137,78.9646,91.693686854256,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,稳定低
363,166002.OF,中欧新蓝筹混合A,"周蔚文,冯炉丹",刘杰文(20080725-20090925) 沈洋(20090624-20110523) 周蔚文(20110523-至今) 林英睿(20150529-20160617) 金媛媛(20180827-20200922) 冯炉丹(20211014-至今),否,混合型基金,灵活配置型基金,9751744791.17,14.939726027397,9.12,71.331569806324,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,稳定低
364,166005.OF,中欧价值发现混合A,"蓝小康,曹名长,沈悦",王磊(20090724-20100902) 苟开红(20091009-20150529) 张燕(20150529-20161117) 曹名长(20151120-至今) 蓝小康(20170511-至今) 沈悦(20200512-至今),否,混合型基金,偏股混合型基金,2861018117.18,13.942465753425,36.89,93.507531808764,稳定行业均衡基金,稳定价值型,稳定小盘,稳定独立基金,稳定中
365,166301.OF,华商新趋势优选灵活配置混合,周海栋,田明圣(20120906-20131230) 路阳(20131230-20140610) 费鹏(20140610-20151008) 周海栋(20150514-至今),否,混合型基金,灵活配置型基金,14048292331.06,10.819178082192,45.56,88.477519579721,行业轮动基金,风格轮动基金,稳定中盘,轮动基金,稳定低
366,180010.OF,银华优质增长混合,贲兴振,蒋伯龙(20060609-20080712) 况群峰(20060914-20110913) 郭建兴(20110902-20160708) 王华(20160708-20170804) 贲兴振(20161102-至今),否,混合型基金,偏股混合型基金,1876782879.48,17.068493150685,0.96,83.905924129397,稳定行业均衡基金,风格轮动基金,稳定大盘,稳定共振基金,稳定低
367,180012.OF,银华富裕主题混合A,焦巍,王华(20061116-20131104) 黄颖(20130225-20140425) 周可彦(20131022-20181227) 焦巍(20181227-至今),否,混合型基金,偏股混合型基金,13134810055.79,16.630136986301,2.17,93.973772585574,行业轮动基金,风格轮动基金,稳定大盘,轮动基金,稳定高
368,180013.OF,银华领先策略混合,"倪明,苏静然,向伊达",况群峰(20080820-20090930) 万志勇(20081023-20091111) 杨靖(20090929-20120413) 刘春雨(20120411-20150506) 倪明(20150506-至今) 苏静然(20171030-至今) 向伊达(20220802-至今),否,混合型基金,偏股混合型基金,451187295.96,14.868493150685,1.81,89.739485600653,稳定行业均衡基金,风格轮动基金,风格轮动基金,稳定共振基金,轮动基金
369,180018.OF,银华和谐主题混合,唐能,陆文俊(20090427-20130830) 万志勇(20090601-20100619) 周晶(20130225-20150506) 周可彦(20150506-20181227) 唐能(20150525-至今),否,混合型基金,灵活配置型基金,305014018.63,14.183561643836,,78.140293987313,稳定行业均衡基金,风格轮动基金,稳定大盘,稳定共振基金,稳定高
370,180028.OF,银华永祥混合,"贾鹏,郭思捷,孙慧",贾鹏(20170808-至今) 孙慧(20170808-至今) 郭思捷(20200729-至今),否,混合型基金,灵活配置型基金,77152424.58,5.8958904109589,38.55,76.454557029295,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
371,180031.OF,银华中小盘混合,"张萍,杜宇,李晓星",廖平(20120620-20130806) 金斌(20120620-20130719) 王华(20130806-20160708) 李晓星(20150707-至今) 张萍(20181106-至今) 杜宇(20191211-至今),否,混合型基金,偏股混合型基金,3766364017.18,11.032876712329,22.57,88.071023627546,行业轮动基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
372,200001.OF,长城久恒灵活配置混合A,储雯玉,韩浩(20031031-20050329) 杨军(20031031-20050329) 韩刚(20050329-20060225) 杨毅平(20060225-20070412) 李硕(20071113-20100225) 阮涛(20100224-20111209) 王文祥(20111019-20140311) 吴文庆(20131226-20170316) 马强(20150624-20170316) 储雯玉(20170316-至今),否,混合型基金,灵活配置型基金,101221460.81,19.676712328767,22.69,94.43853016993,行业轮动基金,稳定成长型,风格轮动基金,稳定独立基金,稳定低
373,200006.OF,长城消费增值混合A,龙宇飞,杨军(20060406-20100123) 刘颖芳(20100122-20150318) 蒋劲刚(20100122-20120307) 吴文庆(20150127-20160301) 郑帮强(20160121-20180803) 龙宇飞(20171018-至今),否,混合型基金,偏股混合型基金,603859814.93,17.243835616438,35.56,93.396031647739,行业轮动基金,风格轮动基金,风格轮动基金,轮动基金,稳定中
374,200008.OF,长城品牌优选混合A,杨建华,杨毅平(20070806-20130617) 杨建华(20130618-至今),否,混合型基金,偏股混合型基金,1496477618.33,15.909589041096,0.53,88.081005791517,稳定消费行业基金,风格轮动基金,稳定大盘,稳定共振基金,稳定高
375,202003.OF,南方绩优成长混合A,"史博,骆帅",苏彦祝(20061116-20100212) 谈建强(20061209-20080604) 张原(20100212-20161014) 史博(20110217-至今) 骆帅(20161228-至今),否,混合型基金,偏股混合型基金,4383334544.04,16.630136986301,7.42,73.44083971871,稳定行业均衡基金,风格轮动基金,风格轮动基金,稳定中立基金,稳定低
376,202005.OF,南方成份精选混合A,黄春逢,王黎敏(20070517-20080112) 应帅(20070720-20121123) 张慎平(20080410-20110217) 陈键(20101016-20160126) 张原(20151230-20210820) 黄春逢(20151230-至今),否,混合型基金,偏股混合型基金,2198340737.73,16.139726027397,14.32,90.728802000148,稳定行业均衡基金,风格轮动基金,稳定大盘,稳定共振基金,轮动基金
377,202007.OF,南方隆元产业主题混合,蒋秋洁,吕一凡(20071114-20080414) 汪澂(20080411-20131114) 蒋朋宸(20080414-20140117) 彭砚(20140117-20150724) 蒋秋洁(20150724-至今),否,混合型基金,偏股混合型基金,1056179090.11,15.649315068493,10.28,73.933262098445,稳定行业均衡基金,风格轮动基金,稳定大盘,稳定共振基金,稳定低
378,202011.OF,南方优选价值混合A,罗安安,谈建强(20080618-20150710) 骆帅(20150619-20190125) 罗安安(20150710-至今),否,混合型基金,偏股混合型基金,1056806619.1,15.041095890411,0.01,90.756925780331,稳定行业均衡基金,风格轮动基金,稳定大盘,稳定共振基金,稳定中
379,202023.OF,南方优选成长混合A,骆帅,谈建强(20110130-20150710) 骆帅(20150619-至今),否,混合型基金,灵活配置型基金,3015910219.08,12.421917808219,18.87,74.898046925489,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
380,202212.OF,南方平衡配置混合,"邹寅隆,黄春逢",黄春逢(20170715-至今) 邹寅隆(20210604-至今),否,混合型基金,灵活配置型基金,187580179.86,5.9616438356164,3.44,76.88606752464,稳定行业均衡基金,风格轮动基金,稳定大盘,稳定共振基金,轮动基金
381,206009.OF,鹏华新兴产业混合,梁浩,陈鹏(20110615-20130316) 梁浩(20110714-至今),否,混合型基金,偏股混合型基金,3805518784.82,12.049315068493,7.14,91.988657615983,稳定行业均衡基金,风格轮动基金,风格轮动基金,稳定独立基金,轮动基金
382,210003.OF,金鹰行业优势混合A,倪超,彭培祥(20090701-20120726) 冯文光(20110330-20130410) 何晓春(20120726-20160615) 倪超(20150611-至今),否,混合型基金,偏股混合型基金,522128405.04,14.005479452055,9.77,85.49919288913,行业轮动基金,风格轮动基金,稳定中盘,轮动基金,稳定中
383,210009.OF,金鹰核心资源混合A,陈颖,冯文光(20120523-20141119) 陈晓(20121103-20140930) 冼鸿鹏(20140930-20171108) 杨刚(20141119-20151224) 于利强(20171101-20190327) 陈颖(20190126-至今),否,混合型基金,偏股混合型基金,690230538.83,11.109589041096,29.69,93.00687384945,稳定TMT行业基金,风格轮动基金,稳定小盘,稳定独立基金,轮动基金
384,213003.OF,宝盈策略增长混合,朱建明,赵龙(20070120-20090619) 陆万山(20090613-20090701) 盛军锋(20090701-20110419) 余述胜(20090701-20140218) 王茹远(20130801-20141017) 彭敢(20140926-20170126) 李进(20161015-20180224) 朱建明(20170105-20180224) 刘李杰(20170919-20200425) 蔡丹(20180224-20211203) 朱建明(20190330-至今),否,混合型基金,偏股混合型基金,1041160468.95,16.454794520548,5.22,90.337916072491,行业轮动基金,风格轮动基金,风格轮动基金,轮动基金,稳定高
385,217009.OF,招商核心价值混合,郭锐,张冰(20070330-20110728) 程国发(20070330-20080320) 黄顺祥(20080403-20090624) 张力(20090827-20111221) 赵龙(20111125-20140129) 吴渭(20140129-20150228) 郭锐(20150210-至今),否,混合型基金,灵活配置型基金,706221216.77,16.26301369863,0.08,83.614651305826,稳定行业均衡基金,风格轮动基金,风格轮动基金,稳定独立基金,稳定中
386,217010.OF,招商大盘蓝筹混合,郭锐,游海(20080619-20100715) 黄顺祥(20080619-20090624) 周德昕(20100715-20120120) 刘军(20100824-20120529) 袁野(20120120-20131019) 陈玉辉(20121114-20150411) 郭锐(20150401-至今) 张林(20150722-20161231),否,混合型基金,偏股混合型基金,597896681.3,15.038356164384,3.0,86.612023307111,稳定行业均衡基金,风格轮动基金,风格轮动基金,稳定独立基金,轮动基金
387,217012.OF,招商行业领先混合A,吴昊,涂冰云(20090619-20111214) 张慎平(20111214-20140613) 王忠波(20140613-20150725) 吴昊(20141031-至今),否,混合型基金,偏股混合型基金,303792978.22,14.038356164384,0.07,95.062978516528,行业轮动基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
388,217013.OF,招商中小盘混合,韩冰,周德昕(20091225-20120411) 张力(20091225-20111221) 吴昊(20120411-20150508) 吴渭(20131221-20150228) 韩冰(20150505-至今) 孙振峰(20160120-20170311) 张西林(20170413-20190322),否,混合型基金,偏股混合型基金,249375920.25,13.520547945205,15.33,83.2484405238,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
389,217020.OF,招商安达灵活配置混合,王奇玮,贾成东(20171010-20171130) 张韵(20171010-20171227) 滕越(20171010-20190322) 王奇玮(20171130-至今),否,混合型基金,灵活配置型基金,141541159.68,5.7232876712329,6.6,80.173359958725,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
390,229002.OF,宏利逆向策略混合,刘欣,焦云(20120523-20140103) 刘欣(20140103-至今),否,混合型基金,偏股混合型基金,148301580.2,11.109589041096,10.03,91.485159920096,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,稳定低
391,233006.OF,大摩领先优势混合,何晓春,项志群(20090922-20100911) 陈晓(20100910-20110919) 徐强(20110919-20120428) 刘红(20120308-20130420) 钱斌(20121215-20140829) 王增财(20140809-20170125) 徐达(20170121-20190917) 何晓春(20190916-至今),否,混合型基金,偏股混合型基金,363529711.73,13.778082191781,0.34,94.456934522874,稳定行业均衡基金,风格轮动基金,风格轮动基金,稳定独立基金,稳定高
392,233007.OF,大摩卓越成长混合,王大鹏,何滨(20100518-20110622) 徐强(20110622-20120905) 盛军锋(20120905-20140320) 钱斌(20121215-20140829) 周志超(20140626-20151121) 周宁(20151121-20160716) 袁斌(20160716-20170701) 王大鹏(20170629-至今) 缪东航(20210312-20230206),否,混合型基金,偏股混合型基金,333211824.51,13.12602739726,4.07,92.288143604211,行业轮动基金,风格轮动基金,稳定大盘,稳定共振基金,稳定高
393,233009.OF,大摩多因子策略混合,余斌,张靖(20110517-20140114) 刘钊(20120705-20150812) 杨雨龙(20150626-20170617) 夏青(20170615-20190824) 余斌(20190820-至今),否,混合型基金,偏股混合型基金,709013988.46,12.128767123288,17.64,92.451610210647,稳定行业均衡基金,风格轮动基金,风格轮动基金,稳定独立基金,稳定低
394,233011.OF,大摩主题优选混合,缪东航,盛军锋(20120313-20140320) 周志超(20140320-20151121) 王增财(20151121-20170125) 袁斌(20170121-20170701) 缪东航(20170125-至今),否,混合型基金,偏股混合型基金,131262222.29,11.304109589041,1.06,88.997462485366,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
395,240004.OF,华宝动力组合混合A,刘自强,史伟(20051117-20080319) 刘自强(20080319-至今),否,混合型基金,偏股混合型基金,2067770416.8,17.627397260274,30.28,93.889207904546,行业轮动基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
396,240008.OF,华宝收益增长混合A,毛文博,冯刚(20060615-20100728) 栾杰(20060615-20070731) 邵喆阳(20100626-20150217) 闫旭(20150217-20190713) 毛文博(20150409-至今),否,混合型基金,灵活配置型基金,815179496.66,17.052054794521,3.32,93.712667888298,稳定行业均衡基金,稳定价值型,稳定大盘,轮动基金,稳定高
397,240022.OF,华宝资源优选A,"丁靖斐,蔡目荣",蔡目荣(20120821-至今) 丁靖斐(20190905-至今),否,混合型基金,偏股混合型基金,1190691558.44,10.86301369863,33.48,87.271393386365,稳定周期行业基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
398,257010.OF,国联安小盘精选混合,邹新进,袁柏南(20040412-20040918) 张学军(20040706-20061116) 王轶(20060318-20071128) 吴任昊(20061221-20070904) 吴鹏(20070904-20100316) 邹新进(20100306-至今),否,混合型基金,灵活配置型基金,1018023455.03,19.227397260274,20.75,74.669504643938,稳定行业均衡基金,稳定价值型,风格轮动基金,稳定独立基金,轮动基金
399,257020.OF,国联安精选混合,魏东,李洪波(20051228-20091020) 魏东(20090930-至今) 施卫平(20120331-20140109) 刘斌(20140215-20151231),否,混合型基金,偏股混合型基金,1095619459.57,17.515068493151,53.58,87.23335948917,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,稳定中
400,257070.OF,国联安优选行业混合,潘明,王忠波(20110523-20140118) 饶晓鹏(20140109-20150417) 潘明(20140215-至今),否,混合型基金,偏股混合型基金,1026186656.61,12.112328767123,20.04,91.895556231968,行业轮动基金,稳定成长型,风格轮动基金,轮动基金,轮动基金
401,260101.OF,景顺长城优选混合,杨锐文,陈利宏(20031024-20041118) 杨兵兵(20031024-20070915) 曾昭雄(20041118-20050601) 毛从容(20050601-20111230) 涂强(20061122-20090807) 邓春鸣(20070915-20090807) 张继荣(20090807-20120116) 陈嘉平(20120117-20150403) 丛林(20120320-20131030) 杨锐文(20141025-至今),否,混合型基金,偏股混合型基金,5068924295.03,19.695890410959,25.76,75.930110272188,稳定行业均衡基金,风格轮动基金,风格轮动基金,稳定独立基金,稳定低
402,260103.OF,景顺长城动力平衡混合,刘苏,陈利宏(20031024-20041118) 杨兵兵(20031024-20070915) 曾昭雄(20041118-20050601) 毛从容(20050601-20140115) 涂强(20061122-20090807) 邓春鸣(20070915-20090807) 张继荣(20090807-20120116) 张继荣(20140116-20150709) 刘彦春(20150710-20161108) 刘苏(20150929-至今),否,混合型基金,灵活配置型基金,1032435430.85,19.695890410959,0.3,70.210478509364,稳定行业均衡基金,风格轮动基金,稳定大盘,稳定共振基金,轮动基金
403,260104.OF,景顺长城内需增长混合,刘彦春,孙延群(20040625-20050615) 岑伟昌(20050615-20051216) 李学文(20051216-20070915) 王鹏辉(20070915-20150122) 杨鹏(20100821-20180209) 刘彦春(20180210-至今),否,混合型基金,偏股混合型基金,2620662224.69,19.024657534247,0.77,91.739013410032,行业轮动基金,风格轮动基金,稳定大盘,稳定共振基金,稳定高
404,260108.OF,景顺长城新兴成长混合A,刘彦春,李志嘉(20060628-20100529) 邓春鸣(20100529-20141030) 杨鹏(20141031-20160127) 刘彦春(20150409-至今),否,混合型基金,偏股混合型基金,31737231699.68,17.016438356164,0.84,92.769109614002,稳定消费行业基金,风格轮动基金,稳定大盘,稳定共振基金,稳定高
405,260109.OF,景顺长城内需贰号混合,刘彦春,李学文(20061011-20070915) 王鹏辉(20070915-20150122) 杨鹏(20100821-20180209) 刘彦春(20180210-至今),否,混合型基金,偏股混合型基金,4229804569.42,16.728767123288,1.21,91.617198841207,稳定消费行业基金,风格轮动基金,稳定大盘,稳定共振基金,稳定高
406,260116.OF,景顺长城核心竞争力混合A类,余广,余广(20111220-至今) 陈嘉平(20111220-20130911),否,混合型基金,偏股混合型基金,2403820929.96,11.534246575342,62.52,92.994964508447,稳定行业均衡基金,风格轮动基金,稳定大盘,轮动基金,轮动基金
407,262001.OF,景顺长城大中华混合(QDII)A人民币,周寒颖,谢天翎(20110922-20160622) 黎海威(20160603-20170706) 周寒颖(20160603-至今),否,QDII基金,QDII混合型基金,1248173702.39,11.778082191781,44.31,80.690653161861,,,,稳定独立基金,稳定低
408,270005.OF,广发聚丰混合A,邱璟旻,易阳方(20051223-20180202) 傅友兴(20130205-20160223) 白金(20150106-20160223) 李琛(20180202-20200513) 邱璟旻(20180202-至今) 苗宇(20180202-20200513),否,混合型基金,偏股混合型基金,3002072419.84,17.528767123288,0.18,88.619867850527,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,稳定高
409,270006.OF,广发策略优选混合,罗洋,何震(20060517-20080213) 冯永欢(20080214-20141208) 李巍(20140317-20190522) 王小松(20141224-20190522) 罗洋(20190522-至今),否,混合型基金,灵活配置型基金,4219018456.12,17.131506849315,13.66,92.958257100794,稳定行业均衡基金,风格轮动基金,稳定大盘,轮动基金,轮动基金
410,270008.OF,广发核心精选混合,程琨,许雪梅(20080716-20100429) 朱纪刚(20090910-20150217) 李巍(20130909-20150217) 吴兴武(20150217-20200210) 程琨(20181105-至今),否,混合型基金,偏股混合型基金,851995249.13,14.964383561644,16.97,94.778528095617,稳定行业均衡基金,风格轮动基金,稳定大盘,稳定中立基金,稳定高
411,270021.OF,广发聚瑞混合A,费逸,刘明月(20090616-20141224) 王颂(20141224-20171109) 费逸(20170719-至今),否,混合型基金,偏股混合型基金,1755203993.04,14.046575342466,8.68,85.710326692298,稳定行业均衡基金,风格轮动基金,风格轮动基金,稳定中立基金,稳定高
412,270025.OF,广发行业领先混合A,程琨,刘晓龙(20101123-20170329) 邱璟旻(20170329-20180806) 刘格菘(20170619-20190531) 李琛(20181017-20200210) 程琨(20190531-至今),否,混合型基金,偏股混合型基金,1237488363.17,12.608219178082,34.24,94.75677499867,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,稳定高
413,270028.OF,广发制造业精选混合A,李巍,易阳方(20110920-20130205) 李巍(20110920-至今),否,混合型基金,偏股混合型基金,4501649222.61,11.783561643836,54.28,92.718735282966,行业轮动基金,风格轮动基金,稳定中盘,轮动基金,轮动基金
414,270041.OF,广发消费品精选混合A,李琛,冯永欢(20120612-20141208) 程琨(20141208-20160223) 李琛(20160223-至今),否,混合型基金,偏股混合型基金,331713960.05,11.054794520548,8.5,79.846108001332,稳定消费行业基金,风格轮动基金,稳定大盘,稳定共振基金,轮动基金
415,270050.OF,广发新经济混合A,邱璟旻,刘明月(20130206-20141224) 李险峰(20141224-20170301) 邱璟旻(20170301-至今),否,混合型基金,偏股混合型基金,1013100090.38,10.4,0.67,85.685680300278,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,稳定高
416,288002.OF,华夏收入混合,郑煜,梁丰(20051117-20070414) 郭楷泽(20070414-20080519) 赵航(20080519-20090418) 孙建波(20080519-20090418) 郑煜(20090204-至今),否,混合型基金,偏股混合型基金,2102874031.0,17.627397260274,6.63,90.73337379713,稳定行业均衡基金,风格轮动基金,稳定中盘,轮动基金,稳定低
417,290011.OF,泰信中小盘精选混合,董季周,柳菁(20111026-20150925) 刘杰(20150317-20200506) 董季周(20190716-至今),否,混合型基金,偏股混合型基金,1265783409.44,11.684931506849,19.1,94.559139507882,稳定TMT行业基金,风格轮动基金,风格轮动基金,稳定独立基金,稳定高
418,290012.OF,泰信行业精选混合A,董山青,董山青(20150304-至今),否,混合型基金,灵活配置型基金,388358689.15,8.3287671232877,0.02,93.810456455403,行业轮动基金,风格轮动基金,风格轮动基金,稳定独立基金,轮动基金
419,320003.OF,诺安先锋混合A,杨谷,党开宇(20051219-20060902) 杨谷(20060222-至今) 邹翔(20101014-20150214) 张堃(20200430-20230916),否,混合型基金,偏股混合型基金,4223579272.87,17.539726027397,20.24,77.929133921423,稳定行业均衡基金,风格轮动基金,稳定小盘,稳定独立基金,稳定中
420,320005.OF,诺安价值增长混合,王创练,杨谷(20061121-20071113) 易军(20061121-20070616) 段鹏程(20070616-20080110) 梅律吾(20071113-20091020) 王鹏(20091020-20110317) 刘红辉(20110317-20190122) 周心鹏(20110317-20150404) 刘魁(20140627-20150925) 王创练(20190122-至今),否,混合型基金,偏股混合型基金,1067209301.7,16.616438356164,0.45,84.872245913447,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,稳定高
421,320007.OF,诺安成长混合,刘慧影,梅律吾(20090310-20101016) 刘红辉(20101016-20171117) 史高飞(20150404-20171117) 李嘉(20171117-20180621) 王创练(20180613-20200514) 蔡嵩松(20190220-20230929) 刘慧影(20230218-至今),否,混合型基金,偏股混合型基金,22692914378.79,14.315068493151,1.39,76.118616133831,稳定TMT行业基金,风格轮动基金,风格轮动基金,轮动基金,稳定高
422,320011.OF,诺安中小盘精选混合,韩冬燕,林健标(20100428-20110514) 周心鹏(20101023-20160913) 韩冬燕(20160913-至今),否,混合型基金,偏股混合型基金,851278872.46,13.180821917808,30.14,90.210012361852,稳定行业均衡基金,稳定价值型,风格轮动基金,轮动基金,轮动基金
423,320012.OF,诺安主题精选混合,罗春蕾,杨谷(20100915-20150117) 刘魁(20150117-20151121) 罗春蕾(20150926-至今),否,混合型基金,偏股混合型基金,389971145.92,12.797260273973,39.04,83.986880267082,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
424,320015.OF,诺安行业轮动A,韩冬燕,谢志华(20170623-20190112) 韩冬燕(20170623-至今),否,混合型基金,偏股混合型基金,457513036.12,6.0219178082192,36.31,88.467786678288,稳定行业均衡基金,稳定价值型,风格轮动基金,轮动基金,轮动基金
425,340007.OF,兴全社会责任混合,季文华,刘兆洋(20080430-20090829) 傅鹏博(20090116-20180321) 董理(20171225-20190402) 董承非(20180622-20190627) 季文华(20190402-至今),否,混合型基金,偏股混合型基金,3898755073.21,15.175342465753,5.74,89.265724523048,稳定行业均衡基金,风格轮动基金,风格轮动基金,稳定共振基金,稳定高
426,370027.OF,摩根智选30混合A,李德辉,杜猛(20130306-20150929) 帅虎(20141230-20160318) 孟亮(20150929-20190329) 李德辉(20190329-至今),否,混合型基金,偏股混合型基金,876389435.91,10.323287671233,1.11,76.324805713765,稳定行业均衡基金,风格轮动基金,稳定大盘,稳定共振基金,稳定中
427,375010.OF,摩根中国优势混合A,杜猛,张英辉(20040915-20051011) 吕俊(20040915-20070810) 杨安乐(20070810-20130620) 梁钧(20070810-20081129) 王振州(20081129-20111208) 董红波(20130527-20150216) 乐琪(20150216-20160429) 杨景喻(20150804-20190329) 孟亮(20160429-20190329) 杜猛(20190329-至今),否,混合型基金,灵活配置型基金,2337020252.16,18.8,28.32,92.47175103544,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
428,377010.OF,摩根阿尔法混合A,李博,吕俊(20051011-20060418) 孙延群(20051115-20090707) 周晓文(20070808-20090917) 王孝德(20090428-20121207) 许运凯(20090917-20101112) 吴鹏(20100716-20120906) 欧宝林(20121126-20140110) 征茂平(20140103-20150216) 蔡晟(20141023-20150925) 李博(20150918-至今),否,混合型基金,偏股混合型基金,979891996.98,17.728767123288,0.04,88.132630485982,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
429,377016.OF,摩根亚太优势混合(QDII)A,张军,杨逸枫(20071022-20150410) 张军(20080308-至今) 王邦祺(20141230-20161216) 张淑婉(20161216-20210601),否,QDII基金,QDII混合型基金,2627943434.13,15.698630136986,0.77,90.683785777107,,,,稳定独立基金,稳定低
430,377240.OF,摩根新兴动力混合A,杜猛,杜猛(20110713-至今),否,混合型基金,偏股混合型基金,5243688646.68,11.972602739726,14.89,92.672788753125,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
431,378010.OF,摩根成长先锋混合A,倪权生,唐建(20060920-20070517) 赵梓峰(20070320-20110525) 王振州(20071124-20081129) 许运凯(20081227-20111207) 唐倩(20110428-20130708) 罗建辉(20130620-20150130) 吴文哲(20150109-20170116) 张一甫(20170116-20190816) 朱晓龙(20190816-20201218) 倪权生(20191227-至今),否,混合型基金,偏股混合型基金,926691493.7,16.786301369863,14.23,83.206191000513,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,稳定低
432,378546.OF,摩根全球天然资源混合(QDII)A,张军,张军(20120326-至今),否,QDII基金,QDII混合型基金,95283072.26,11.268493150685,0.25,91.756442016724,,,,稳定独立基金,稳定低
433,379010.OF,摩根中小盘混合A,郭晨,董红波(20090121-20150216) 王振州(20090121-20111208) 郭晨(20150130-至今),否,混合型基金,偏股混合型基金,465345254.37,14.446575342466,28.31,93.289485381651,行业轮动基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
434,398011.OF,中海分红增利混合,邱红丽,李涛(20050616-20070710) 王雄辉(20070710-20080415) 李延刚(20080415-20090623) 刘文超(20080415-20090521) 陶林健(20090602-20110218) 笪菲(20110218-20141118) 吕晓峰(20110609-20120710) 邱红丽(20141118-至今),否,混合型基金,灵活配置型基金,229555025.58,18.049315068493,0.06,91.575936579415,行业轮动基金,风格轮动基金,风格轮动基金,稳定独立基金,轮动基金
435,398021.OF,中海能源策略混合,姚晨曦,朱晓明(20070313-20081112) 李延刚(20080110-20090623) 施恒新(20081112-20100505) 陶林健(20100505-20120120) 许定晴(20111214-20150408) 王巍(20130208-20140430) 陈忠(20140930-20150328) 开文明(20150312-20160415) 姚晨曦(20150417-至今),否,混合型基金,灵活配置型基金,1508361471.63,16.309589041096,5.43,92.357826686236,行业轮动基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
436,398061.OF,中海消费混合A,"何文逸,姚晨曦",骆泽斌(20111109-20150417) 姚晨曦(20150417-至今) 何文逸(20220215-至今),否,混合型基金,偏股混合型基金,309069499.06,11.646575342466,1.49,85.70583964467,行业轮动基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
